date,venue,location,setlist,gaps
2012-02-14,Heinz Hall,"Pittsburgh, PA",First Tube | Water in the Sky | Divided Sky | Brian and Robert | Goodbye Head | Guyute (Orchestral) | Let Me Lie | Stash | Time Turns Elastic | If I Could | You Enjoy Myself | Golden Slumbers | Carry That Weight | The End | The Inlaw Josie Wales,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2012-02-28,Boettcher Concert Hall,"Denver, CO",First Tube | Water in the Sky | Divided Sky | Brian and Robert | Goodbye Head | Guyute (Orchestral) | Let Me Lie | Stash | Time Turns Elastic | If I Could | You Enjoy Myself | Golden Slumbers | Carry That Weight | The End | The Inlaw Josie Wales,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2012-03-10,Walt Disney Concert Hall,"Los Angeles, CA",First Tube | Water in the Sky | Divided Sky | Brian and Robert | Goodbye Head | Guyute (Orchestral) | Let Me Lie | Stash | Time Turns Elastic | If I Could | You Enjoy Myself | The Inlaw Josie Wales,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
2012-03-14,Melkweg,"Amsterdam, ",Horizon Line | Voices | Sailin' Shoes | Emotional Railroad | Meat | You Don't Mess Around with Jim | Dig Further Down | Don't Do It | River Niger | Idea,12 | 12 | 4 | 70 | 13 | -1 | 12 | 12 | 12 | 15
2012-03-15,Melkweg,"Amsterdam, ",Sugar Shack | Can't Stand Still | She Said She Said | The Way It Goes | Andelmans' Yard | Kissing the Lipless | Babylon Baby | Funky Bitch | I Miss My Mind | Hap-Nappy,13 | 14 | 15 | 13 | 14 | -1 | 16 | 10 | 15 | 13
2012-03-16,Melkweg,"Amsterdam, ",Another Door | Crumblin' Bones | Black Tambourine | Morphing Again | Jones | Mound | Toys R Us | Hand in My Pocket | Barika | Susskind Hotel,15 | 14 | 15 | 75 | 6 | 41 | -1 | 14 | 15 | 16
2012-03-18,The Borderline,"London, ",Only a Dream | Rhymes | Jaded | Be Good and You'll Be Lonely | Barika | Spiral | Weekly Time | Down to the Nightclub | Traveled Too Far | Horizon Line | Skin It Back | What Things Seem | Walls of Time | Cities | Dig Further Down | Meat | You Don't Mess Around with Jim,15 | 61 | 73 | 16 | 0 | 19 | 72 | 16 | 17 | 2 | 15 | 16 | 17 | 13 | 2 | 2 | 2
2012-03-24,Higher Ground,"South Burlington, VT",I'm Yours | Born to Be Wild,-1 | -1
2012-04-14,Church Street,"Burlington, VT",Time Has Come Today | (Don't Fear) The Reaper | Takin' Care of Business | Hang On Sloopy,-1 | -1 | -1 | -1
2012-04-20,Nectar's,"Burlington, VT",,
2012-05-18,Higher Ground,"South Burlington, VT",Up On Cripple Creek | Down South in New Orleans | Further On Up the Road | Stage Fright | Who Do You Love | Rag Mama Rag | It Makes No Difference | Ophelia | Evangeline | Helpless | Wide River to Cross | Life is a Carnival | Don't Do It | Caravan | The Shape I'm In | Forever Young | The Night They Drove Old Dixie Down | Baby Let Me Follow You Down | The Weight | King Harvest (Has Surely Come) | I Shall Be Released,107 | -1 | 1147 | -1 | -1 | -1 | 31 | 107 | 1089 | 1589 | -1 | -1 | 6 | 932 | 1457 | -1 | 482 | -1 | 107 | -1 | 557
2012-06-07,DCU Center,"Worcester, MA",Buried Alive | Runaway Jim | Torn and Frayed | Funky Bitch | The Moma Dance | Rift | Nothing | Ocelot | Beauty of a Broken Heart | Possum | Rocky Top | Carini | Taste | Ghost | Boogie On Reggae Woman | If I Could | Quinn the Eskimo (The Mighty Quinn) | Harry Hood | Cavern | Buried Alive | Loving Cup,62 | 45 | 55 | 6 | 17 | 16 | 174 | 15 | 217 | 18 | 18 | 18 | 52 | 15 | 16 | 8 | 16 | 18 | 15 | 62 | 17
2012-06-08,DCU Center,"Worcester, MA",Free | Kill Devil Falls | Roses Are Free | Theme from the Bottom | Axilla | Julius | Bouncing Around the Room | Maze | Bathtub Gin | Down with Disease | Sand | Nellie Kane | Mike's Song | Makisupa Policeman | Weekapaug Groove | Wading in the Velvet Sea | Also Sprach Zarathustra | Character Zero | The Oh Kee Pa Ceremony | Suzy Greenberg,19 | 19 | 18 | 16 | 17 | 17 | 19 | 18 | 19 | 16 | 17 | 17 | 18 | 45 | 18 | 16 | 17 | 18 | 50 | 16
2012-06-10,Bonnaroo Music & Arts Festival,"Manchester, TN",Down with Disease | Funky Bitch | The Moma Dance | Sample in a Jar | Axilla | The Gambler | Possum | Wilson | Tweezer | Free | Backwards Down the Number Line | Cavern | Golden Age | Also Sprach Zarathustra | Chalk Dust Torture | Carini | Shafty | Rock and Roll | Alaska | Harry Hood | Light | Character Zero | Rocky Top | Show of Life | Julius | Tweezer Reprise,0 | 1 | 1 | 20 | 0 | -1 | 1 | 18 | 20 | 0 | 18 | 1 | 17 | 0 | 19 | 1 | 861 | 20 | 17 | 1 | 17 | 0 | 1 | 19 | 0 | 20
2012-06-15,Bader Field,"Atlantic City, NJ",The Sloth | My Sweet One | 46 Days | Camel Walk | Tube | Cities | It's Ice | Ginseng Sullivan | Stash | Simple | The Wedge | Stealing Time From the Faulty Plan | The Squirming Coil | My Soul | Birds of a Feather | Back on the Train | Heavy Things | Twist | Piper | Billy Breathes | Sneakin' Sally Thru the Alley | David Bowie | First Tube,20 | 161 | 18 | 49 | 21 | 7 | 51 | 48 | 11 | 20 | 18 | 18 | 19 | 59 | 21 | 20 | 18 | 19 | 19 | 181 | 18 | 19 | 11
2012-06-16,Bader Field,"Atlantic City, NJ","Mike's Song | I Am Hydrogen | Weekapaug Groove | Gumbo | Halley's Comet | My Friend, My Friend | Wolfman's Brother | The Horse | Lawn Boy | Possum | Punch You in the Eye | Ocelot | Suzy Greenberg | Crosseyed and Painless | Slave to the Traffic Light | Light | Manteca | Light | Theme from the Bottom | Golgi Apparatus | Sand | Backwards Down the Number Line | Run Like an Antelope | Good Times Bad Times",2 | 21 | 2 | 45 | 21 | 22 | 19 | 20 | 19 | 1 | 20 | 3 | 2 | 21 | 19 | 1 | 77 | 1 | 2 | 20 | 2 | 1 | 21 | 20
2012-06-17,Bader Field,"Atlantic City, NJ",Brother | Runaway Jim | Dogs Stole Things | Boogie On Reggae Woman | NICU | Foam | Wilson | Timber (Jerry the Mule) | Fluffhead | Walls of the Cave | Character Zero | Drowned | Also Sprach Zarathustra | Reba | Roses Are Free | Chalk Dust Torture | Prince Caspian | Silent in the Morning | Bug | A Day in the Life | Down with Disease | Gotta Jibboo | Quinn the Eskimo (The Mighty Quinn),62 | 4 | 53 | 4 | 23 | 50 | 2 | 46 | 20 | 46 | 2 | 76 | 2 | 51 | 3 | 2 | 21 | 21 | 23 | 50 | 2 | 20 | 4
2012-06-19,nTelos Pavilion,"Portsmouth, VA",Sample in a Jar | Party Time | Simple | Axilla | Tube | Kill Devil Falls | Water in the Sky | Horn | Babylon Baby | Bathtub Gin | Stealing Time From the Faulty Plan | I Didn't Know | Run Like an Antelope | Back on the Train | Rift | Split Open and Melt | The Mango Song | Backwards Down the Number Line | Limb By Limb | Shine a Light | Lengthwise | Maze | Cavern | Fire | Mexican Cousin | Slave to the Traffic Light,3 | 21 | 2 | 3 | 2 | 4 | 14 | 55 | 12 | 4 | 2 | 51 | 1 | 2 | 5 | 49 | 60 | 1 | 48 | 49 | 161 | 4 | 3 | 52 | 51 | 1
2012-06-20,nTelos Pavilion,"Portsmouth, VA",Sparkle | Ha Ha Ha | AC/DC Bag | Divided Sky | Dog Log | Undermind | Mike's Song | I Am Hydrogen | Weekapaug Groove | Cities | Ya Mar | Bold As Love | Julius | Rock and Roll | Tweezer | Free | Guyute | Birds of a Feather | Harry Hood | What's the Use? | Wading in the Velvet Sea | Possum | Sleeping Monkey | Tweezer Reprise,50 | 52 | 22 | 15 | 285 | 53 | 2 | 2 | 2 | 3 | 19 | 71 | 4 | 4 | 4 | 4 | 24 | 3 | 4 | 60 | 5 | 2 | 49 | 4
2012-06-22,Riverbend Music Center,"Cincinnati, OH",Wolfman's Brother | Peaches en Regalia | Shaggy Dog | Runaway Jim | Light Up Or Leave Me Alone | Wilson | Alaska | Stash | Llama | Buffalo Bill | Saw It Again | David Bowie | Down with Disease | Guelah Papyrus | Kill Devil Falls | Twist | Halley's Comet | Sand | Roggae | Carini | Chalk Dust Torture | Golgi Apparatus | Fluffhead,3 | 55 | 1892 | 2 | 69 | 2 | 5 | 4 | 50 | 52 | 148 | 4 | 2 | 54 | 1 | 4 | 3 | 3 | 49 | 5 | 2 | 3 | 2
2012-06-23,First Niagara Pavilion,"Burgettstown, PA",Funky Bitch | Backwards Down the Number Line | Gumbo | Maze | Torn and Frayed | The Moma Dance | Scent of a Mule | 46 Days | You Enjoy Myself | Gotta Jibboo | Mike's Song | Simple | Light | Weekapaug Groove | Seven Below | Bouncing Around the Room | Julius | Slave to the Traffic Light | The Lizards,6 | 2 | 4 | 2 | 8 | 6 | 24 | 5 | 17 | 3 | 1 | 2 | 4 | 1 | 52 | 7 | 1 | 2 | 77
2012-06-24,Blossom Music Center,"Cuyahoga Falls, OH",Sample in a Jar | Tube | Axilla | Bathtub Gin | Roses Are Free | Limb By Limb | Free | NICU | Possum | The Wedge | Corinna | Meatstick | Golden Age | Ghost | Sweet Virginia | Rift | Tweezer | Walk Away | The Horse | Silent in the Morning | Piper | Waste | Run Like an Antelope | Loving Cup | Tweezer Reprise,3 | 3 | 3 | 3 | 4 | 3 | 2 | 4 | 2 | 6 | 145 | 62 | 7 | 9 | 53 | 3 | 2 | 62 | 5 | 4 | 6 | 61 | 3 | 9 | 2
2012-06-28,Klipsch Music Center,"Noblesville, IN",The Birdwatcher | The Curtain With | Fuck Your Face | The Old Home Place | Pebbles and Marbles | Weigh | Chalk Dust Torture | Wolfman's Brother | Cool It Down | Tweezer | Tela | Stealing Time From the Faulty Plan | Mike's Song | McGrupp and the Watchful Hosemasters | Back on the Train | Hold Your Head Up | Bike | Hold Your Head Up | Weekapaug Groove | Prince Caspian | Waves | Bug | David Bowie | Show of Life | Tweezer Reprise,71 | 75 | 79 | 229 | 26 | 55 | 2 | 2 | 124 | 0 | 80 | 4 | 1 | 65 | 4 | 61 | 70 | 61 | 1 | 5 | 57 | 5 | 2 | 8 | 0
2012-06-29,Klipsch Music Center,"Noblesville, IN",Crowd Control | Dinner and a Movie | Sweet Jane | Limb By Limb | Possum | Mound | Life on Mars? | The Mango Song | Big Black Furry Creature from Mars | Strange Design | Birds of a Feather | Halley's Comet | While My Guitar Gently Weeps | Down with Disease | Sand | Twist | Rift | Bathtub Gin | Fluffhead | Ride Captain Ride | Run Like an Antelope | Cavern | Sanity | First Tube,184 | 57 | 1596 | 1 | 1 | 17 | 59 | 5 | 65 | 55 | 4 | 3 | 168 | 3 | 3 | 3 | 1 | 1 | 3 | 77 | 1 | 5 | 55 | 8
2012-06-30,Alpine Valley Music Theatre,"East Troy, WI",My Soul | Daniel Saw the Stone | AC/DC Bag | The Moma Dance | Runaway Jim | Let It Loose | Reba | Kill Devil Falls | The Sloth | Ocelot | Poor Heart | When the Circus Comes | Timber (Jerry the Mule) | The Oh Kee Pa Ceremony | Suzy Greenberg | Backwards Down the Number Line | Carini | Wilson | Golden Age | Also Sprach Zarathustra | Rock and Roll | Steam | Piper | Quinn the Eskimo (The Mighty Quinn) | Harry Hood | Character Zero | Good Times Bad Times,9 | 76 | 5 | 3 | 4 | 58 | 7 | 4 | 9 | 8 | 61 | 61 | 7 | 11 | 8 | 3 | 4 | 4 | 2 | 7 | 5 | 28 | 2 | 7 | 5 | 7 | 8
2012-07-01,Alpine Valley Music Theatre,"East Troy, WI",Soul Shakedown Party | Lonesome Cowboy Bill | Vultures | Gotta Jibboo | Dirt | A Song I Heard the Ocean Sing | Access Me | Meat | Frankenstein | Fee | Maze | The Squirming Coil | Crosseyed and Painless | No Quarter | Light | Ghost | Back on the Train | Farmhouse | 46 Days | Heavy Things | Joy | Julius | Meatstick,57 | 76 | 30 | 4 | 60 | 67 | 77 | 18 | 123 | 81 | 4 | 10 | 9 | 58 | 4 | 3 | 2 | 29 | 4 | 10 | 30 | 4 | 3
2012-07-03,Nikon at Jones Beach Theater,"Wantagh, NY",Skin It Back | Possum | Tube | Happiness Is a Warm Gun | Mike's Song | I Am Hydrogen | Weekapaug Groove | Halley's Comet | Axilla | Ya Mar | Joy | Jesus Just Left Chicago | Backwards Down the Number Line | Golgi Apparatus | Chalk Dust Torture | Sand | Golden Age | Wolfman's Brother | Walk Away | Bug | Fluffhead | The Wedge | Run Like an Antelope | Character Zero,19 | 2 | 4 | 1996 | 3 | 7 | 3 | 2 | 4 | 7 | 0 | 61 | 1 | 6 | 3 | 2 | 1 | 3 | 4 | 3 | 2 | 4 | 2 | 1
2012-07-04,Nikon at Jones Beach Theater,"Wantagh, NY",Alumni Blues | Letter to Jimmy Page | Alumni Blues | Head Held High | The Man Who Stepped Into Yesterday | Avenu Malkenu | The Man Who Stepped Into Yesterday | Kill Devil Falls | Bittersweet Motel | The Moma Dance | Gumbo | David Bowie | Alaska | Susskind Hotel | Hold Your Head Up | Purple Rain | Hold Your Head Up | The Star-Spangled Banner | Boogie On Reggae Woman | Tweezer | Twist | Taste | Quinn the Eskimo (The Mighty Quinn) | Julius | Rock and Roll | The Horse | Silent in the Morning | Harry Hood | Shine a Light | Show of Life | Slave to the Traffic Light | Sleeping Monkey | Tweezer Reprise,62 | 62 | 62 | 1600 | 287 | 287 | 287 | 2 | 283 | 2 | 6 | 4 | 7 | 21 | 4 | 1493 | 4 | 69 | 10 | 4 | 3 | 15 | 2 | 1 | 2 | 5 | 5 | 2 | 9 | 4 | 6 | 8 | 4
2012-07-06,Saratoga Performing Arts Center,"Saratoga Springs, NY",Runaway Jim | Ocelot | Heavy Things | Back on the Train | Funky Bitch | Tube | Psycho Killer | Tube | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | Stash | Bouncing Around the Room | Paul and Silas | Horn | Corinna | Light Up Or Leave Me Alone | Chalk Dust Torture | Carini | Sand | Roses Are Free | Punch You in the Eye | Sneakin' Sally Thru the Alley | Ghost | Suzy Greenberg | Run Like an Antelope | Loving Cup,3 | 3 | 2 | 2 | 7 | 1 | 278 | 1 | 0 | 1452 | 0 | 8 | 7 | 77 | 10 | 6 | 8 | 1 | 3 | 1 | 6 | 12 | 13 | 2 | 3 | 1 | 6
2012-07-07,Saratoga Performing Arts Center,"Saratoga Springs, NY",Grind | Possum | Golgi Apparatus | The Moma Dance | Torn and Frayed | Rift | Cities | Maze | Lawn Boy | Peaches en Regalia | Bathtub Gin | Good Times Bad Times | Down with Disease | Blister in the Sun | Down with Disease | Boogie On Reggae Woman | Golden Age | Also Sprach Zarathustra | Backwards Down the Number Line | Prince Caspian | Scent of a Mule | Blister in the Sun | Scent of a Mule | Mike's Song | Contact | Weekapaug Groove | Sabotage,128 | 2 | 2 | 1 | 8 | 5 | 10 | 3 | 13 | 9 | 5 | 4 | 5 | 1636 | 5 | 1 | 2 | 4 | 2 | 6 | 8 | 1636 | 8 | 2 | 36 | 2 | 61
2012-07-08,Saratoga Performing Arts Center,"Saratoga Springs, NY","AC/DC Bag | My Soul | Camel Walk | Sample in a Jar | Wilson | Party Time | Gumbo | Nellie Kane | Driver | Foam | If I Could | Split Open and Melt | La Grange | Axilla | Light | Twist | Kill Devil Falls | My Friend, My Friend | Swept Away | Steep | Piper | Free | Kung | Harry Hood | Cavern | David Bowie | You Enjoy Myself",5 | 5 | 15 | 8 | 5 | 12 | 2 | 17 | 120 | 13 | 18 | 12 | 1475 | 3 | 4 | 2 | 2 | 14 | 83 | 83 | 5 | 8 | 79 | 2 | 6 | 2 | 9
2012-07-19,Higher Ground,"South Burlington, VT",Franklin's Tower,418
2012-08-03,TRI Studios,"San Rafael, CA",The Wheel | Cumberland Blues | Loser | Mississippi Half-Step Uptown Toodeloo | Dire Wolf | Dupree's Diamond Blues | Tennessee Jed | Ship of Fools | They Love Each Other | Bird Song | New Speedway Boogie | Loose Lucy | Friend of the Devil | Mission in the Rain | Ramble On Rose | Catfish John | Shakedown Street | Terrapin Station | He's Gone | Eyes of the World | Scarlet Begonias | Don't Let Go | Days Between | Franklin's Tower | U.S. Blues | Goin' Down the Road Feeling Bad | Ripple,545 | 306 | 395 | 1545 | 556 | -1 | 1546 | -1 | 542 | 417 | 470 | 412 | 400 | -1 | -1 | -1 | 129 | 395 | 547 | 306 | 412 | -1 | 1545 | 0 | 306 | 491 | 482
2012-08-15,Long Beach Arena,"Long Beach, CA",Suzy Greenberg | Cities | Kill Devil Falls | Guelah Papyrus | Cool It Down | Rift | Stash | Bouncing Around the Room | Bathtub Gin | Quinn the Eskimo (The Mighty Quinn) | Rock and Roll | Ghost | Limb By Limb | Guyute | Dirt | Harry Hood | Good Times Bad Times | Julius,4 | 3 | 2 | 13 | 10 | 3 | 4 | 4 | 3 | 5 | 5 | 4 | 9 | 14 | 7 | 2 | 3 | 5
2012-08-16,Terrapin Crossroads,"San Rafael, CA",Jam | The Wheel | Uncle John's Band | Death Don't Have No Mercy | I Know You Rider | Loser | Franklin's Tower,36 | 1 | 549 | 369 | 171 | 1 | 1
2012-08-17,Bill Graham Civic Auditorium,"San Francisco, CA","AC/DC Bag | The Moma Dance | Possum | Corinna | Sand | Halley's Comet | Funky Bitch | Sample in a Jar | Roses Are Free | My Friend, My Friend | Slave to the Traffic Light | Down with Disease | Birds of a Feather | Tweezer | Twist | Wading in the Velvet Sea | Chalk Dust Torture | Joy | Run Like an Antelope | Shine a Light | First Tube",4 | 5 | 5 | 6 | 6 | 8 | 6 | 4 | 6 | 4 | 7 | 5 | 11 | 7 | 4 | 16 | 6 | 8 | 6 | 7 | 11
2012-08-18,Bill Graham Civic Auditorium,"San Francisco, CA",Runaway Jim | Wolfman's Brother | Nellie Kane | Beauty of a Broken Heart | Ocelot | Maze | I Didn't Know | 46 Days | Tube | When the Circus Comes | Sugar Shack | Split Open and Melt | Cavern | Golden Age | Piper | Mike's Song | Simple | Backwards Down the Number Line | Carini | Wilson | Weekapaug Groove | The Horse | Silent in the Morning | Also Sprach Zarathustra | Fluffhead | Loving Cup | Show of Life | Character Zero,7 | 9 | 5 | 24 | 7 | 6 | 18 | 10 | 7 | 11 | 31 | 5 | 5 | 6 | 5 | 6 | 15 | 6 | 7 | 5 | 6 | 8 | 8 | 6 | 9 | 7 | 8 | 9
2012-08-19,Bill Graham Civic Auditorium,"San Francisco, CA",Crowd Control | Party Time | Axilla | Reba | Free | Mound | Walk Away | NICU | Back on the Train | Gotta Jibboo | Roggae | David Bowie | Crosseyed and Painless | Light | Sneakin' Sally Thru the Alley | Crosseyed and Painless | Theme from the Bottom | Rocky Top | Boogie On Reggae Woman | Meatstick | Bug | You Enjoy Myself | Ride Captain Ride | Tweezer Reprise,13 | 6 | 6 | 12 | 6 | 13 | 10 | 15 | 8 | 11 | 17 | 6 | 11 | 6 | 8 | 11 | 21 | 23 | 7 | 11 | 10 | 6 | 13 | 9
2012-08-22,Starlight Theatre,"Kansas City, MO",Chalk Dust Torture | Skin It Back | The Moma Dance | Rift | Bathtub Gin | Stash | The Ballad of Curtis Loew | Kill Devil Falls | Funky Bitch | Run Like an Antelope | Tweezer | Piper | Mike's Song | Bouncing Around the Room | Backwards Down the Number Line | Heavy Things | If I Could | Weekapaug Groove | Harry Hood | Suzy Greenberg | Loving Cup | Tweezer Reprise,2 | 11 | 2 | 4 | 4 | 4 | 45 | 4 | 2 | 2 | 2 | 1 | 1 | 4 | 1 | 9 | 7 | 1 | 4 | 4 | 1 | 0
2012-08-24,Oak Mountain Amphitheatre,"Pelham, AL",Possum | Cities | Sample in a Jar | Timber (Jerry the Mule) | Back on the Train | Lawn Boy | Down with Disease | Gumbo | Ginseng Sullivan | The Wedge | Julius | Cavern | While My Guitar Gently Weeps | Rock and Roll | The Lizards | Halley's Comet | Sand | Twist | Birds of a Feather | Boogie On Reggae Woman | Also Sprach Zarathustra | Waste | Slave to the Traffic Light | Good Times Bad Times,3 | 5 | 3 | 14 | 1 | 9 | 3 | 8 | 24 | 12 | 5 | 2 | 15 | 5 | 18 | 3 | 3 | 3 | 3 | 1 | 2 | 17 | 3 | 5
2012-08-25,Aaron's Amphitheatre at Lakewood,"Atlanta, GA",Cars Trucks Buses | Wolfman's Brother | Runaway Jim | Ya Mar | Alaska | My Soul | Wilson | Maze | Roses Are Free | Backwards Down the Number Line | Character Zero | Kill Devil Falls | Golden Age | Free | Light | Wading in the Velvet Sea | Chalk Dust Torture | What's the Use? | Joy | Run Like an Antelope | A Day in the Life,87 | 3 | 3 | 13 | 12 | 9 | 3 | 3 | 4 | 1 | 3 | 1 | 3 | 2 | 2 | 4 | 1 | 21 | 4 | 1 | 23
2012-08-26,Verizon Wireless Amphitheatre - Charlotte,"Charlotte, NC",AC/DC Bag | The Moma Dance | Heavy Things | Ocelot | Funky Bitch | Bathtub Gin | Fluffhead | Alumni Blues | Letter to Jimmy Page | Alumni Blues | Tube | My Sweet One | David Bowie | Crosseyed and Painless | McGrupp and the Watchful Hosemasters | Mike's Song | Bouncing Around the Room | Axilla | Tweezer | Harry Hood | The Horse | Silent in the Morning | Weekapaug Groove | Suzy Greenberg | Big Black Furry Creature from Mars | Tweezer Reprise,5 | 2 | 2 | 4 | 2 | 2 | 4 | 13 | 13 | 13 | 4 | 26 | 3 | 3 | 18 | 2 | 2 | 3 | 2 | 2 | 4 | 4 | 2 | 2 | 17 | 2
2012-08-28,"Chaifetz Arena, Saint Louis University","St. Louis, MO",Punch You in the Eye | Runaway Jim | Ocelot | Reba | I Didn't Know | The Curtain | Peaches en Regalia | Mound | Sample in a Jar | The Sloth | Camel Walk | Possum | Quinn the Eskimo (The Mighty Quinn) | Chalk Dust Torture | Frankie Says | Undermind | Sand | Walk Away | Limb By Limb | Julius | Also Sprach Zarathustra | You Enjoy Myself | Shine a Light,13 | 1 | 0 | 4 | 5 | 84 | 12 | 4 | 2 | 17 | 11 | 2 | 8 | 1 | 143 | 23 | 2 | 4 | 8 | 2 | 2 | 4 | 6
2012-08-29,Oklahoma City Zoo Amphitheatre,"Oklahoma City, OK","Kill Devil Falls | Rift | Wilson | Backwards Down the Number Line | The Moma Dance | Divided Sky | Wolfman's Brother | Axilla | 46 Days | Ya Mar | Stealing Time From the Faulty Plan | Run Like an Antelope | Down with Disease | Birds of a Feather | My Friend, My Friend | Rock and Roll | Twist | If I Could | Light | Harry Hood | Character Zero | Suzy Greenberg | Slave to the Traffic Light | Loving Cup",2 | 4 | 2 | 2 | 1 | 24 | 2 | 1 | 6 | 2 | 20 | 2 | 3 | 3 | 7 | 3 | 3 | 4 | 2 | 1 | 2 | 1 | 3 | 4
2012-08-31,Dick's Sporting Goods Park,"Commerce City, CO",First Tube | Uncle Pen | Carini | Kill Devil Falls | You Enjoy Myself | Ocelot | Undermind | Runaway Jim | Farmhouse | Alaska | Chalk Dust Torture | Emotional Rescue | Fuck Your Face | Grind | Meatstick,8 | 176 | 7 | 0 | 1 | 1 | 1 | 1 | 18 | 3 | 1 | 1346 | 21 | 14 | 6
2012-09-01,Dick's Sporting Goods Park,"Commerce City, CO",Run Like an Antelope | Backwards Down the Number Line | Tweezer | Fluffhead | Roses Are Free | Funky Bitch | The Moma Dance | When the Circus Comes | Theme from the Bottom | Golgi Apparatus | Stealing Time From the Faulty Plan | Golden Age | Prince Caspian | Light | Boogie On Reggae Woman | The Wedge | The Horse | Silent in the Morning | Mike's Song | No Quarter | Weekapaug Groove | Sleeping Monkey | Tweezer Reprise,1 | 1 | 3 | 3 | 4 | 3 | 1 | 8 | 7 | 15 | 1 | 4 | 15 | 1 | 5 | 5 | 3 | 3 | 3 | 19 | 3 | 17 | 3
2012-09-02,Dick's Sporting Goods Park,"Commerce City, CO",Cars Trucks Buses | AC/DC Bag | Down with Disease | Bathtub Gin | Nellie Kane | Sample in a Jar | Back on the Train | Rift | Free | Ride Captain Ride | Maze | Halley's Comet | 46 Days | Possum | Sand | Ghost | Piper | Twenty Years Later | The Lizards | Harry Hood | Character Zero,5 | 4 | 2 | 4 | 9 | 3 | 6 | 2 | 5 | 8 | 5 | 6 | 2 | 3 | 3 | 12 | 7 | 107 | 6 | 2 | 2
