date,venue,location,setlist,gaps,artist,artistid,cancelled
1996-11-16,Civic Auditorium,"Omaha, NE",Poor Heart | Down with Disease | Guyute | Gumbo | Rift | Free | The Old Home Place | David Bowie | Lawn Boy | Sparkle | Frankenstein | La Grange | Runaway Jim | The Vibration of Life | Kung | Catapult | Axilla | Harry Hood | Suzy Greenberg | Amazing Grace | We're an American Band,5 | 2 | 7 | 4 | 7 | 1 | 20 | 5 | 17 | 4 | 7 | 58 | 4 | 153 | 57 | 13 | 4 | 5 | 2 | 24 | -1,Phish,1,0
1996-11-18,Mid-South Coliseum,"Memphis, TN",Cars Trucks Buses | Timber (Jerry the Mule) | Poor Heart | Taste | Billy Breathes | Chalk Dust Torture | Guelah Papyrus | Ginseng Sullivan | Reba | Character Zero | Also Sprach Zarathustra | Simple | Swept Away | Steep | Scent of a Mule | Tweezer | Hello My Baby | Tweezer Reprise | Llama | Waste | Johnny B. Goode,2 | 5 | 0 | 1 | 9 | 1 | 5 | 1 | 3 | 1 | 3 | 7 | 2 | 2 | 2 | 5 | 2 | 10 | 2 | 5 | 11,Phish,1,0
1996-11-19,Municipal Auditorium,"Kansas City, MO",Ya Mar | AC/DC Bag | Foam | Theme from the Bottom | Mound | Stash | Fee | Taste | Loving Cup | David Bowie | A Day in the Life | Bathtub Gin | The Vibration of Life | You Enjoy Myself | The Star-Spangled Banner | Fire | The Squirming Coil,4 | 3 | 18 | 4 | 8 | 3 | 12 | 0 | 8 | 1 | 3 | 3 | 1 | 4 | 5 | 11 | 17,Phish,1,0
1996-11-22,Spokane Arena,"Spokane, WA",It's Ice | Runaway Jim | Wolfman's Brother | Taste | Ginseng Sullivan | Sample in a Jar | Fast Enough for You | Train Song | Stash | Cavern | Down with Disease | Prince Caspian | Maze | Billy Breathes | Swept Away | Steep | Character Zero | Theme from the Bottom | Slave to the Traffic Light | Hello My Baby | Julius,5 | 2 | 4 | 0 | 1 | 4 | 11 | 3 | 0 | 3 | 2 | 3 | 3 | 1 | 1 | 1 | 1 | 0 | 7 | 1 | 4,Phish,1,0
1996-11-23,Pacific Coliseum,"Vancouver, British Columbia, Canada",Chalk Dust Torture | Guelah Papyrus | Cars Trucks Buses | Divided Sky | Punch You in the Eye | Midnight on the Highway | Split Open and Melt | Rift | Funky Bitch | The Curtain | Mike's Song | Simple | Makisupa Policeman | Axilla | Weekapaug Groove | Catapult | Waste | Amazing Grace | Harry Hood | Good Times Bad Times,2 | 2 | 2 | 4 | 4 | -1 | 4 | 3 | 4 | 8 | 4 | 2 | 4 | 3 | 4 | 3 | 2 | 3 | 3 | 6,Phish,1,0
1996-11-24,Memorial Coliseum,"Portland, OR",Poor Heart | AC/DC Bag | All Things Reconsidered | Bouncing Around the Room | Reba | Character Zero | Strange Design | Taste | I Didn't Know | Sample in a Jar | Run Like an Antelope | Also Sprach Zarathustra | Sparkle | David Bowie | A Day in the Life | You Enjoy Myself | Loving Cup | Suzy Greenberg | Ginseng Sullivan | Cavern,3 | 2 | 6 | 5 | 3 | 1 | 20 | 1 | 20 | 1 | 6 | 3 | 4 | 2 | 2 | 2 | 2 | 4 | 1 | 1,Phish,1,0
1996-11-27,Key Arena,"Seattle, WA","Julius | My Friend, My Friend | Ya Mar | Chalk Dust Torture | The Sloth | Uncle Pen | Free | Theme from the Bottom | Bold As Love | Down with Disease | Jesus Just Left Chicago | Scent of a Mule | Tweezer | Sweet Emotion | Down with Disease | The Star-Spangled Banner | Fire | Waste | Tweezer Reprise",2 | 15 | 3 | 1 | 11 | 7 | 5 | 2 | 69 | 2 | 17 | 4 | 4 | 244 | 2 | 3 | 3 | 1 | 4,Phish,1,0
1996-11-29,The Cow Palace,"Daly City, CA",Frankenstein | NICU | Cars Trucks Buses | Character Zero | Divided Sky | Bathtub Gin | Life on Mars? | Maze | Suzy Greenberg | Wilson | Simple | Sparks | Sparkle | Taste | Swept Away | Steep | You Enjoy Myself | Waste | Harry Hood | Sample in a Jar,6 | 16 | 2 | 1 | 2 | 4 | 8 | 3 | 1 | 7 | 2 | 179 | 1 | 1 | 3 | 3 | 1 | 0 | 2 | 1,Phish,1,0
1996-11-30,ARCO Arena,"Sacramento, CA",Runaway Jim | Punch You in the Eye | All Things Reconsidered | Bouncing Around the Room | Stash | Fluffhead | The Old Home Place | Uncle Pen | Prince Caspian | Chalk Dust Torture | La Grange | It's Ice | Glide | Brother | Contact | Also Sprach Zarathustra | Timber (Jerry the Mule) | Taste | Funky Bitch | Amazing Grace | Amazing Grace | Possum,4 | 3 | 2 | 2 | 4 | 21 | 7 | 1 | 4 | 1 | 7 | 4 | 35 | 12 | 12 | 2 | 6 | 0 | 3 | 3 | 3 | 17,Phish,1,0
1996-12-01,"Pauley Pavilion, University of California Los Angeles","Los Angeles, CA",Peaches en Regalia | Poor Heart | Cavern | Cars Trucks Buses | Character Zero | The Curtain | Down with Disease | Train Song | The Horse | Silent in the Morning | Sample in a Jar | Run Like an Antelope | Tweezer | Sparkle | Simple | A Day in the Life | Reba | Swept Away | Steep | Tweezer Reprise | Johnny B. Goode | Slave to the Traffic Light | Highway to Hell,148 | 3 | 3 | 1 | 1 | 4 | 2 | 5 | 21 | 21 | 1 | 3 | 2 | 1 | 1 | 3 | 3 | 1 | 1 | 2 | 7 | 5 | 20,Phish,1,0
1996-12-02,America West Arena,"Phoenix, AZ",Rocky Top | AC/DC Bag | Bouncing Around the Room | You Enjoy Myself | I Didn't Know | Theme from the Bottom | Gumbo | Julius | Ya Mar | Divided Sky | Wolfman's Brother | Taste | Free | Scent of a Mule | Harry Hood | Sweet Adeline | Fire,18 | 4 | 1 | 2 | 4 | 3 | 9 | 3 | 3 | 2 | 6 | 1 | 3 | 3 | 2 | 12 | 3,Phish,1,0
1996-12-03,Great Western Forum,"Inglewood, CA",The Star-Spangled Banner,4,Phish,1,1
1996-12-04,Sports Arena,"San Diego, CA","My Friend, My Friend | Chalk Dust Torture | Horn | Uncle Pen | Timber (Jerry the Mule) | Sample in a Jar | Train Song | Guyute | Character Zero | The Lizards | David Bowie | Ha Ha Ha | Mike's Song | Prince Caspian | Sparkle | Punch You in the Eye | Life on Mars? | Reba | Lawn Boy | Weekapaug Groove | Jesus Just Left Chicago",5 | 3 | 17 | 3 | 3 | 2 | 2 | 11 | 2 | 17 | 6 | 27 | 7 | 3 | 2 | 3 | 4 | 2 | 11 | 7 | 5,Phish,1,0
1996-12-06,The Aladdin Theatre,"Las Vegas, NV",Wilson | Peaches en Regalia | Poor Heart | Also Sprach Zarathustra | Llama | You Enjoy Myself | Cars Trucks Buses | Down with Disease | Frankenstein | Julius | Sparkle | Mike's Song | Simple | Harry Hood | Weekapaug Groove | Sweet Adeline | Good Times Bad Times | Harpua | Wildwood Weed | Harpua | I Want To Be a Cowboy's Sweetheart | Harpua | Suspicious Minds | Harpua | Suzy Greenberg,5 | 3 | 3 | 4 | 11 | 2 | 3 | 3 | 5 | 2 | 0 | 0 | 3 | 2 | 0 | 2 | 8 | 36 | -1 | 36 | -1 | 36 | 25 | 36 | 5,Phish,1,0
1996-12-28,CoreStates Spectrum,"Philadelphia, PA",Runaway Jim | NICU | Wolfman's Brother | It's Ice | Billy Breathes | Ginseng Sullivan | Split Open and Melt | The Mango Song | Frankenstein | Makisupa Policeman | Maze | Bouncing Around the Room | Digital Delay Loop Jam | The Man Who Stepped Into Yesterday | Avenu Malkenu | Mike's Song | Strange Design | Weekapaug Groove | The Star-Spangled Banner | Johnny B. Goode,5 | 6 | 3 | 5 | 10 | 8 | 9 | 31 | 0 | 9 | 6 | 3 | 70 | 14 | 14 | 0 | 8 | 0 | 2 | 4,Phish,1,0
1996-12-29,CoreStates Spectrum,"Philadelphia, PA",Poor Heart | Caravan | Cavern | Taste | Guelah Papyrus | Train Song | Rift | Free | The Squirming Coil | La Grange | David Bowie | A Day in the Life | Bathtub Gin | The Lizards | You Enjoy Myself | Rotation Jam | Sixteen Candles | You Enjoy Myself | Harpua | Champagne Supernova | Harpua | Rocky Top,1 | 166 | 5 | 4 | 10 | 2 | 10 | 4 | 12 | 6 | 2 | 5 | 7 | 2 | 1 | 77 | -1 | 1 | 1 | -1 | 1 | 4,Phish,1,0
1996-12-30,FleetCenter,"Boston, MA",Ya Mar | The Sloth | Llama | Gumbo | Reba | Talk | Funky Bitch | Theme from the Bottom | Good Times Bad Times | Timber (Jerry the Mule) | Uncle Pen | AC/DC Bag | Guyute | Tweezer | Lifeboy | Scent of a Mule | Slave to the Traffic Light | Possum,5 | 9 | 2 | 5 | 3 | 17 | 7 | 5 | 2 | 3 | 3 | 5 | 3 | 6 | 43 | 5 | 6 | 7,Phish,1,0
1996-12-31,FleetCenter,"Boston, MA",Axilla | Peaches en Regalia | Punch You in the Eye | Cars Trucks Buses | Stash | The Horse | Silent in the Morning | Divided Sky | Sample in a Jar | Tweezer Reprise | Chalk Dust Torture | Wilson | Sparkle | Simple | Swept Away | Steep | Harry Hood | Prince Caspian | Character Zero | Also Sprach Zarathustra | Auld Lang Syne | Down with Disease | Suzy Greenberg | Run Like an Antelope | Bohemian Rhapsody | Julius | Amazing Grace,12 | 3 | 4 | 3 | 8 | 7 | 7 | 6 | 4 | 7 | 4 | 3 | 3 | 3 | 7 | 7 | 3 | 4 | 4 | 3 | 73 | 3 | 3 | 7 | -1 | 3 | 8,Phish,1,0
1997-02-13,Shepherd's Bush Empire,"London, England",Chalk Dust Torture | Wolfman's Brother | Also Sprach Zarathustra | Stash | Walfredo | Taste | Waste | Poor Heart | Character Zero | Peaches en Regalia | Love Me | David Bowie | Julius | Cars Trucks Buses | My Soul | Punch You in the Eye | Jam | Slave to the Traffic Light | When the Circus Comes | Maze | Rock A William | Harry Hood | Frankenstein | Prince Caspian | Johnny B. Goode,0 | 3 | 0 | 0 | -1 | 2 | 10 | 2 | 0 | 0 | -1 | 2 | 0 | 0 | -1 | 0 | 20 | 1 | -1 | 3 | -1 | 0 | 3 | 0 | 3,Phish,1,0
1997-02-14,Le Botanique,"Brussels, Belgium",Runaway Jim | NICU | You Enjoy Myself | Sweet Adeline | Axilla | It's Ice | Billy Breathes | Uncle Pen | Run Like an Antelope | AC/DC Bag | Ya Mar | Down with Disease | Funky Bitch | Reba | Walfredo | Rock A William | Scent of a Mule | A Day in the Life | Character Zero,4 | 4 | 3 | 5 | 1 | 4 | 4 | 2 | 1 | 2 | 2 | 1 | 2 | 2 | 0 | 0 | 2 | 3 | 0,Phish,1,0
1997-02-16,Alter Wartesaal,"Cologne, Germany",Beauty of My Dreams | Split Open and Melt | Bouncing Around the Room | Crosseyed and Painless | Guelah Papyrus | Ginseng Sullivan | Tweezer | Waste | Cavern | Chalk Dust Torture | Sample in a Jar | Cars Trucks Buses | Free | Sparkle | Simple | When the Circus Comes | Swept Away | Steep | David Bowie | Loving Cup | Tweezer Reprise | Theme from the Bottom | Johnny B. Goode,-1 | 5 | 5 | 30 | 4 | 5 | 3 | 1 | 4 | 1 | 2 | 1 | 4 | 2 | 2 | 1 | 2 | 2 | 1 | 14 | 2 | 3 | 1,Phish,1,0
1997-02-17,Paradiso,"Amsterdam, Netherlands",Soul Shakedown Party | Divided Sky | Wilson | My Soul | Guyute | Timber (Jerry the Mule) | Billy Breathes | Llama | Bathtub Gin | Golgi Apparatus | The Squirming Coil | Down with Disease | Carini | Taste | Down with Disease | Suzy Greenberg | Prince Caspian | Sleeping Monkey | Rocky Top,-1 | 3 | 3 | 2 | 4 | 4 | 1 | 4 | 5 | 23 | 5 | 1 | -1 | 2 | 1 | 3 | 2 | 21 | 5,Phish,1,0
1997-02-18,Bataclan,"Paris, France",Beauty of My Dreams | Cavern | Punch You in the Eye | Runaway Jim | NICU | Stash | Waste | Walfredo | Character Zero | Slave to the Traffic Light | Peaches en Regalia | Also Sprach Zarathustra | My Soul | Maze | Wolfman's Brother | Reba | Train Song | Harry Hood | Frankenstein | Bold As Love,1 | 1 | 3 | 2 | 2 | 3 | 1 | 2 | 2 | 3 | 3 | 3 | 0 | 3 | 3 | 2 | 6 | 3 | 3 | 15,Phish,1,0
1997-02-20,Teatro Smeraldo,"Milan, Italy",The Curtain | Tweezer | Soul Shakedown Party | Chalk Dust Torture | Love Me | Taste | Gumbo | When the Circus Comes | David Bowie | Tweezer Reprise | Sample in a Jar | Cars Trucks Buses | Character Zero | Uncle Pen | Stash | Bouncing Around the Room | Free | Swept Away | Steep | A Day in the Life | Runaway Jim | Sweet Adeline | Julius,13 | 2 | 1 | 2 | 4 | 1 | 6 | 2 | 2 | 2 | 2 | 2 | 0 | 3 | 0 | 2 | 2 | 2 | 2 | 3 | 0 | 3 | 4,Phish,1,0
1997-02-21,Tenax,"Florence, Italy",My Soul | Foam | Down with Disease | The Lizards | Crosseyed and Painless | You Enjoy Myself | Ya Mar | Run Like an Antelope | Wilson | The Oh Kee Pa Ceremony | AC/DC Bag | Billy Breathes | Reba | Waste | Prince Caspian | Character Zero,1 | 21 | 2 | 8 | 3 | 4 | 4 | 4 | 2 | 52 | 4 | 2 | 1 | 1 | 2 | 0,Phish,1,0
1997-02-22,Teatro Olimpico,"Rome, Italy",Walfredo | Also Sprach Zarathustra | Funky Bitch | Theme from the Bottom | NICU | When the Circus Comes | Talk | Split Open and Melt | I Didn't Know | Character Zero | Chalk Dust Torture | Bathtub Gin | Sparkle | Simple | Jesus Just Left Chicago | Harry Hood | Free | Hello My Baby | Johnny B. Goode,2 | 2 | 5 | 4 | 2 | 1 | 8 | 4 | 14 | 0 | 1 | 3 | 4 | 4 | 12 | 2 | 1 | 21 | 4,Phish,1,0
1997-02-23,Fillmore,"Cortemaggiore, Italy",Carini | Axilla | All Things Reconsidered | The Sloth | Love Me | Rift | Fluffhead | Frankenstein | David Bowie | Daniel Saw the Stone | Suzy Greenberg | Maze | The Horse | Silent in the Morning | Peaches en Regalia | Mike's Song | Why Don't We Do It in the Road? | Hold Your Head Up | Good Times Bad Times | Billy Breathes | Rocky Top,4 | 6 | 17 | 9 | 2 | 10 | 17 | 3 | 2 | 297 | 4 | 3 | 8 | 8 | 3 | 11 | 148 | 33 | 9 | 1 | 4,Phish,1,0
1997-02-25,Incognito,"Munich, Germany","Runaway Jim | My Soul | One Meatball | Little Red Rooster | Got My Mojo Working | Stash | Waste | Taste | Loving Cup | Beauty of My Dreams | Sample in a Jar | Punch You in the Eye | Free | Fee | My Friend, My Friend | Down with Disease | Prince Caspian | La Grange | Sweet Adeline | Chalk Dust Torture",3 | 2 | -1 | -1 | -1 | 3 | 2 | 3 | 6 | 4 | 3 | 4 | 1 | 24 | 14 | 2 | 2 | 11 | 3 | 1,Phish,1,0
1997-02-26,Longhorn,"Stuttgart, Germany","Camel Walk | Llama | My Friend, My Friend | Harry Hood | My Soul | Tube | Carini | Rock A William | Dog Log | While My Guitar Gently Weeps | Buried Alive | Poor Heart | Ha Ha Ha | You Enjoy Myself | Kung | Theme from the Bottom | Scent of a Mule | Jam | Magilla | Scent of a Mule | Slave to the Traffic Light | Highway to Hell",144 | 6 | 0 | 2 | 0 | 33 | 1 | 8 | 93 | 93 | 33 | 9 | 15 | 3 | 27 | 2 | 8 | 9 | 268 | 8 | 5 | 18,Phish,1,0
1997-02-26,SWF3 Studios,"Baden-Baden, Germany",Talk | Waste | Train Song | Walfredo | Goodbye Jam,3 | 1 | 6 | 3 | -1,Phish,1,1
1997-02-28,Huxleyâs Neue Welt,"Berlin, Germany",Carini | Paul and Silas | My Soul | Cars Trucks Buses | Peaches en Regalia | Stash | Swept Away | Steep | Ya Mar | Character Zero | Taste | Drowned | Prince Caspian | Frankenstein | David Bowie | Love Me | Axilla | Waste | Julius | A Day in the Life,1 | 124 | 1 | 6 | 3 | 2 | 6 | 6 | 5 | 4 | 2 | 86 | 2 | 3 | 3 | 3 | 3 | 0 | 6 | 6,Phish,1,0
1997-03-01,Markthalle,"Hamburg, Germany",Cities | The Oh Kee Pa Ceremony | Down with Disease | Weigh | Beauty of My Dreams | Wolfman's Brother | Jesus Just Left Chicago | Reba | Hello My Baby | Possum | Carini | Dinner and a Movie | Mike's Song | Lawn Boy | Weekapaug Groove | The Mango Song | Billy Breathes | Theme from the Bottom | Taste | Sweet Adeline,230 | 6 | 3 | 38 | 3 | 8 | 5 | 6 | 5 | 14 | 0 | 62 | 4 | 18 | 16 | 16 | 4 | 2 | 0 | 3,Phish,1,0
1997-03-02,Pumpehuset,"Copenhagen, Denmark",Johnny B. Goode | Uncle Pen | Sample in a Jar | Guyute | My Soul | Runaway Jim | Gypsy Queen | Runaway Jim | Run Like an Antelope | Catapult | Life on Mars? | Chalk Dust Torture | Hello My Baby | Also Sprach Zarathustra | Maze | Swept Away | Steep | Punch You in the Eye | Waste | Character Zero | Slave to the Traffic Light | Tweezer Reprise | You Enjoy Myself,6 | 8 | 4 | 10 | 1 | 4 | 62 | 4 | 7 | 27 | 19 | 4 | 0 | 6 | 5 | 1 | 1 | 4 | 1 | 1 | 3 | 8 | 3,Phish,1,0
1997-03-05,Ed Sullivan Theater,"New York, NY",Character Zero,0,Phish,1,1
1997-03-18,The Flynn Theatre,"Burlington, VT",Cinnamon Girl | NICU | Sample in a Jar | Punch You in the Eye | My Soul | Beauty of My Dreams | Harry Hood | Cars Trucks Buses | Suzy Greenberg | Character Zero | Taste | Drowned | Prince Caspian | David Bowie | Love Me | I Told You So | Love Me Like a Man | Waste | Chalk Dust Torture | Slave to the Traffic Light | Hello My Baby | Funky Bitch,930 | 8 | 1 | 1 | 1 | 2 | 5 | 3 | 7 | 0 | 2 | 3 | 3 | 3 | 3 | -1 | -1 | 1 | 1 | 1 | 1 | 8,Phish,1,0
1997-05-18,CoreStates Center,"Philadelphia, PA",The Star-Spangled Banner,20,Phish,1,1
1997-06-06,Brad Sands's and Pete Carini's House,"Charlotte, VT",Limb By Limb | Dogs Stole Things | Ghost | Water in the Sky | Vultures | Dirt | Twist | Piper | Wading in the Velvet Sea | Olivia's Pool | I Don't Care | Samson Variation | Bye Bye Foot | Samson Variation | Saw It Again | Waking Up | Limb By Limb | Dogs Stole Things | Ghost | Dirt | Vultures | Water in the Sky | Twist | Piper | Wading in the Velvet Sea | Ain't Love Funny | Stand! | Izabella,-1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1 | -1,Phish,1,1
1997-06-13,The S.F.X. Centre,"Dublin, Ireland",Theme from the Bottom | Dogs Stole Things | Beauty of My Dreams | Billy Breathes | Limb By Limb | Wolfman's Brother | Wading in the Velvet Sea | Taste | Stash | Maze | Water in the Sky | Vultures | Slave to the Traffic Light | Chalk Dust Torture | Ghost | Olivia's Pool | Character Zero | Stand! | Izabella,5 | 0 | 2 | 5 | 0 | 5 | 0 | 2 | 6 | 4 | 0 | 0 | 2 | 2 | 0 | 0 | 2 | 0 | 0,Phish,1,0
1997-06-14,The S.F.X. Centre,"Dublin, Ireland",Down with Disease | NICU | Dirt | Talk | My Soul | Cars Trucks Buses | Limb By Limb | Bye Bye Foot | Free | Prince Caspian | Twist | Piper | Saw It Again | Waking Up | Dogs Stole Things | Waste | David Bowie | Cavern | When the Circus Comes | Rocky Top,6 | 3 | 1 | 8 | 3 | 3 | 0 | 1 | 10 | 3 | 1 | 1 | 1 | 1 | 0 | 3 | 3 | 15 | 12 | 11,Phish,1,0
1997-06-16,Royal Albert Hall,"London, England",The Squirming Coil | Dogs Stole Things | Taste | Water in the Sky | Sample in a Jar | Beauty of My Dreams | Theme from the Bottom | Chalk Dust Torture | Wolfman's Brother | Olivia's Pool | Limb By Limb | Ghost | I Don't Care | Reba | Wading in the Velvet Sea | Dirt | Harry Hood | Cities | Poor Heart,17 | 0 | 1 | 1 | 4 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 7 | 1 | 0 | 4 | 7 | 10,Phish,1,0
1997-06-19,Arena Wien,"Vienna, Austria",Limb By Limb | Dogs Stole Things | Theme from the Bottom | Punch You in the Eye | Water in the Sky | Maze | Waste | Vultures | Runaway Jim | Stash | Ghost | Saw It Again | Wading in the Velvet Sea | Piper | Jesus Just Left Chicago | Prince Caspian | Beauty of My Dreams | Character Zero | Hello My Baby,0 | 0 | 0 | 5 | 0 | 2 | 1 | 2 | 7 | 2 | 0 | 1 | 0 | 1 | 8 | 1 | 0 | 2 | 5,Phish,1,0
1997-06-20,Divadlo Archa,"Prague, Czech Republic",Taste | Jam | Cities | Horn | Ain't Love Funny | Limb By Limb | I Don't Care | Run Like an Antelope | David Bowie | Ghost | Bye Bye Foot | Ginseng Sullivan | Cavern | Twist | Bouncing Around the Room | Julius | When the Circus Comes | Rocky Top,1 | 12 | 1 | 28 | 4 | 0 | 1 | 8 | 2 | 0 | 2 | 20 | 2 | 2 | 17 | 10 | 2 | 2,Phish,1,0
1997-06-21,Hurricane Festival,"ScheeÃel, Germany",Sample in a Jar | Also Sprach Zarathustra | Poor Heart | Taste | Dogs Stole Things | Theme from the Bottom | Swept Away | Steep | Limb By Limb | Dirt | Harry Hood | Chalk Dust Torture | Samson Variation | Twist | Cavern | My Soul,2 | 9 | 2 | 0 | 1 | 1 | 9 | 9 | 0 | 2 | 2 | 2 | 5 | 0 | 0 | 3,Phish,1,0
1997-06-22,Loreley,"St. Goarshausen, Koblenz, Germany",Taste | Water in the Sky | Stash | Dirt | Uncle Pen | Character Zero | Theme from the Bottom | Hello My Baby | Ghost | Limb By Limb,0 | 2 | 2 | 0 | 10 | 2 | 0 | 2 | 1 | 0,Phish,1,0
1997-06-24,La Laiterie,"Strasbourg, France",Split Open and Melt | Beauty of My Dreams | Dogs Stole Things | Vultures | Guelah Papyrus | Runaway Jim | Gypsy Queen | Runaway Jim | Talk | Free | Prince Caspian | Rocky Top | Wolfman's Brother | Reba | NICU | Twist | Piper | Wading in the Velvet Sea | Ghost | Loving Cup,18 | 3 | 1 | 3 | 23 | 3 | 11 | 3 | 5 | 5 | 3 | 2 | 4 | 4 | 5 | 1 | 3 | 3 | 0 | 16,Phish,1,0
1997-06-25,LâAeronef,"Lille, France",Olivia's Pool | Dogs Stole Things | Taste | Billy Breathes | AC/DC Bag | The Old Home Place | Theme from the Bottom | Wading in the Velvet Sea | Saw It Again | Limb By Limb | My Soul | Down with Disease | Piper | Down with Disease | Meatstick | McGrupp and the Watchful Hosemasters | Makisupa Policeman | Cecilia | Hold Your Head Up | Rock A William | Run Like an Antelope | Guyute,5 | 0 | 1 | 7 | 20 | 36 | 1 | 0 | 4 | 1 | 2 | 6 | 0 | 6 | -1 | 45 | 30 | -1 | 18 | 16 | 3 | 12,Phish,1,0
1997-06-27,Worthy Farm,"Somerset, England",Wilson | Chalk Dust Torture | Stash | Dogs Stole Things | Poor Heart | Taste | Bouncing Around the Room | Character Zero,21 | 3 | 2 | 0 | 3 | 0 | 4 | 2,Phish,1,0
1997-06-29,Roskilde Festival,"Roskilde, Denmark",You Enjoy Myself | Taste | Bouncing Around the Room | Beauty of My Dreams | Chalk Dust Torture | Theme from the Bottom | Character Zero | My Soul,14 | 0 | 0 | 2 | 0 | 1 | 0 | 1,Phish,1,0
1997-07-01,Paradiso,"Amsterdam, Netherlands",Ghost | Horn | Ya Mar | Limb By Limb | Ain't Love Funny | Saw It Again | Dirt | Reba | Dogs Stole Things | Jam | Timber (Jerry the Mule) | Bathtub Gin | Cities | Jam | Loving Cup | Slave to the Traffic Light | When the Circus Comes,3 | 6 | 17 | 2 | 6 | 2 | 4 | 3 | 1 | 6 | 26 | 22 | 6 | 6 | 3 | 10 | 6,Phish,1,0
1997-07-02,Paradiso,"Amsterdam, Netherlands",Mike's Song | Simple | Maze | Strange Design | Ginseng Sullivan | Vultures | Water in the Sky | Weekapaug Groove | Stash | Llama | Wormtown | Wading in the Velvet Sea | Free | David Bowie,17 | 23 | 8 | 34 | 7 | 4 | 5 | 17 | 2 | 20 | -1 | 3 | 4 | 7,Phish,1,0
1997-07-03,Serenadenhof,"NÃ¼remberg, Germany",Piper | My Soul | Divided Sky | Beauty of My Dreams | Taste | Train Song | Theme from the Bottom | Rocky Top | Ghost | Cars Trucks Buses | Billy Breathes | Sparkle | Harry Hood | Cavern | Character Zero,4 | 2 | 28 | 2 | 2 | 20 | 2 | 5 | 1 | 11 | 4 | 24 | 7 | 7 | 2,Phish,1,0
1997-07-05,Piazza Risorgimento,"Como, Italy",Julius | Bouncing Around the Room | Uncle Pen | Sample in a Jar | Theme from the Bottom | Prince Caspian | Twist | Piper | Harry Hood | Love You | Hold Your Head Up | Poor Heart | Character Zero | Good Times Bad Times | The Squirming Coil,9 | 3 | 7 | 8 | 0 | 6 | 6 | 0 | 0 | 118 | 5 | 4 | 0 | 24 | 11,Phish,1,0
1997-07-06,Spiaggia di Rivoltella,"Desenzano, Italy",Runaway Jim | The Old Home Place | Dogs Stole Things | Stash | The Horse | Silent in the Morning | Cars Trucks Buses | Scent of a Mule | Chalk Dust Torture | Free | You Enjoy Myself | Waste | Rocky Top | Funky Bitch | My Soul,7 | 6 | 3 | 2 | 25 | 25 | 1 | 23 | 4 | 2 | 4 | 11 | 1 | 17 | 1,Phish,1,0
1997-07-09,Le Transbordeur,"Lyon/Villeurbanne, France",Punch You in the Eye | Prince Caspian | Ginseng Sullivan | Split Open and Melt | Dirt | Taste | Sweet Adeline | Harry Hood | Down with Disease | My Soul | Cars Trucks Buses | You Enjoy Myself | Trane To Conamarra | Ghost | Poor Heart | Hello My Baby,12 | 1 | 3 | 8 | 4 | 2 | 21 | 1 | 7 | 0 | 0 | 0 | -1 | 2 | 1 | 9,Phish,1,0
1997-07-10,Espace Julien,"Marseilles, France",Dogs Stole Things | Limb By Limb | Ginseng Sullivan | Bathtub Gin | Llama | Wading in the Velvet Sea | Jam | Olivia's Pool | Also Sprach Zarathustra | Julius | Magilla | Ya Mar | Ghost | Take Me to the River | Funky Bitch,1 | 5 | 0 | 5 | 4 | 4 | 5 | 8 | 11 | 2 | 25 | 5 | 0 | 133 | 1,Phish,1,0
